timestamp_ms,label,sample_index,gpio2,gpio4,gpio12,gpio13,gpio14,gpio15
172303,io4,0,61,17,71,60,71,63
172322,io4,1,61,16,78,60,79,64
172342,io4,2,61,16,78,60,79,64
172362,io4,3,62,16,71,60,72,65
172382,io4,4,61,17,75,60,76,64
172402,io4,5,61,17,78,60,79,64
172422,io4,6,61,17,78,60,79,64
172442,io4,7,61,18,77,60,78,64
172462,io4,8,61,18,76,60,77,64
172482,io4,9,62,19,76,61,78,65
172502,io4,10,62,19,76,61,78,65
172522,io4,11,62,19,77,60,78,66
172542,io4,12,61,19,76,60,77,63
172562,io4,13,61,19,77,60,78,64
172582,io4,14,61,19,77,60,78,64
172602,io4,15,62,19,73,60,73,66
172622,io4,16,61,19,78,60,79,64
172642,io4,17,62,19,77,61,78,66
172662,io4,18,62,19,77,61,78,66
172682,io4,19,62,19,76,60,77,66
172702,io4,20,61,19,73,60,73,63
172722,io4,21,62,19,74,60,75,64
172742,io4,22,62,19,74,60,75,64
172762,io4,23,61,19,77,60,78,64
172782,io4,24,61,19,72,60,73,62
172802,io4,25,62,19,76,60,77,65
172822,io4,26,62,19,76,60,77,65
172842,io4,27,61,19,72,60,73,63
172862,io4,28,62,19,72,60,73,66
172882,io4,29,61,19,73,60,74,63
172902,io4,30,61,19,73,60,74,63
172922,io4,31,62,19,76,60,77,66
172942,io4,32,61,19,78,60,79,64
172962,io4,33,62,19,72,60,72,65
172982,io4,34,62,19,72,60,72,65
173002,io4,35,61,19,73,60,74,63
173022,io4,36,62,19,75,60,76,65
173042,io4,37,61,19,71,60,72,62
173062,io4,38,61,19,71,60,72,62
173082,io4,39,62,19,75,60,77,66
173102,io4,40,61,19,71,60,72,62
173122,io4,41,63,19,74,60,76,66
173142,io4,42,63,19,74,60,76,66
173162,io4,43,63,19,75,60,76,66
173182,io4,44,62,19,76,60,77,65
173202,io4,45,62,19,71,60,72,65
173222,io4,46,62,19,71,60,72,65
173242,io4,47,62,19,71,60,72,66
173262,io4,48,63,20,75,60,77,66
173282,io4,49,61,19,76,60,78,64
173302,io4,50,61,19,76,60,78,64
173322,io4,51,61,19,76,60,78,64
173342,io4,52,62,19,72,60,72,65
173362,io4,53,61,19,75,60,77,64
173382,io4,54,61,19,75,60,77,64
173402,io4,55,61,19,76,60,78,64
173422,io4,56,61,20,75,60,76,64
173442,io4,57,62,20,77,60,78,64
173462,io4,58,62,20,77,60,78,64
173482,io4,59,61,20,75,60,77,64
173502,io4,60,61,20,76,60,78,62
173522,io4,61,61,20,76,60,78,64
173542,io4,62,61,20,76,60,78,64
173562,io4,63,61,20,76,60,77,64
173582,io4,64,62,20,75,60,77,65
173602,io4,65,61,20,76,60,78,64
173622,io4,66,61,20,76,60,78,64
173642,io4,67,61,20,76,60,77,63
173662,io4,68,61,20,75,60,76,64
173682,io4,69,61,20,76,60,78,64
173702,io4,70,61,20,76,60,78,64
173722,io4,71,61,20,75,60,77,64
173742,io4,72,62,20,75,60,77,66
173762,io4,73,61,20,76,60,78,64
173782,io4,74,61,20,76,60,78,64
173802,io4,75,62,20,77,60,78,64
173822,io4,76,62,19,75,60,76,66
173842,io4,77,61,20,76,60,78,64
173862,io4,78,61,20,76,60,78,64
173882,io4,79,62,20,74,60,76,63
173902,io4,80,61,19,75,60,76,64
173922,io4,81,62,19,75,61,76,64
173942,io4,82,62,19,75,61,76,64
173962,io4,83,61,20,75,60,76,64
173982,io4,84,62,19,74,61,75,65
174002,io4,85,62,20,73,60,75,66
174022,io4,86,62,20,73,60,75,66
174042,io4,87,62,19,72,60,74,65
174062,io4,88,61,19,73,60,74,64
174082,io4,89,61,20,74,60,75,64
174102,io4,90,61,20,74,60,75,64
174122,io4,91,62,20,74,60,75,66
174142,io4,92,61,20,75,60,77,64
174162,io4,93,62,20,75,60,77,66
