timestamp_ms,label,sample_index,gpio2,gpio4,gpio12,gpio13,gpio14,gpio15
69371,io14,0,64,65,72,60,11,65
69391,io14,1,64,65,73,60,11,66
69411,io14,2,66,65,73,60,11,66
69431,io14,3,60,64,73,59,11,62
69451,io14,4,60,64,73,59,11,62
69471,io14,5,62,65,73,60,12,65
69491,io14,6,64,66,73,60,18,66
69511,io14,7,63,65,72,60,18,65
69531,io14,8,63,65,72,60,18,65
69551,io14,9,63,65,73,60,19,66
69571,io14,10,62,65,72,60,20,65
69591,io14,11,63,65,73,60,21,65
69611,io14,12,63,65,73,60,21,65
69631,io14,13,63,65,73,60,21,65
69651,io14,14,62,64,72,59,21,64
69671,io14,15,64,65,72,60,21,65
69691,io14,16,64,65,72,60,21,65
69711,io14,17,63,65,73,60,21,65
69731,io14,18,61,64,73,60,21,65
69751,io14,19,65,65,74,60,21,66
69771,io14,20,65,65,74,60,21,66
69791,io14,21,64,66,74,60,21,66
69811,io14,22,63,65,73,60,21,65
69831,io14,23,63,65,72,60,21,66
69851,io14,24,63,65,72,60,21,66
69871,io14,25,64,66,73,60,21,66
69891,io14,26,61,64,73,60,22,63
69911,io14,27,63,65,72,60,22,65
69931,io14,28,63,65,72,60,22,65
69951,io14,29,65,66,74,60,21,66
69971,io14,30,62,64,72,60,22,65
69991,io14,31,64,66,74,60,21,66
70011,io14,32,64,66,74,60,21,66
70031,io14,33,62,64,72,59,22,64
70051,io14,34,64,66,73,60,22,65
70071,io14,35,62,64,73,60,22,64
70091,io14,36,62,64,73,60,22,64
70111,io14,37,64,66,73,60,22,66
70131,io14,38,63,64,73,60,22,65
70151,io14,39,64,65,73,60,22,65
70171,io14,40,64,65,73,60,22,65
70191,io14,41,65,65,73,60,22,66
70211,io14,42,62,64,73,60,23,65
70231,io14,43,65,66,73,60,23,66
70251,io14,44,65,66,73,60,23,66
70271,io14,45,63,64,73,60,23,64
70291,io14,46,61,64,73,60,23,64
70311,io14,47,64,65,74,60,24,65
70331,io14,48,64,65,74,60,24,65
70351,io14,49,65,65,73,60,24,65
70371,io14,50,65,65,73,60,24,65
70391,io14,51,62,65,73,60,26,65
70411,io14,52,62,65,73,60,26,65
70431,io14,53,63,65,72,60,68,65
70451,io14,54,62,64,72,59,69,64
70471,io14,55,65,64,72,60,68,65
70491,io14,56,65,64,72,60,68,65
70511,io14,57,63,65,72,59,68,65
70531,io14,58,64,64,72,60,26,65
70551,io14,59,64,64,74,60,23,65
70571,io14,60,64,64,74,60,23,65
70591,io14,61,65,65,73,60,23,65
70611,io14,62,63,66,74,60,23,66
70631,io14,63,64,65,73,60,23,65
70651,io14,64,64,65,73,60,23,65
70671,io14,65,64,65,73,60,23,66
70691,io14,66,62,64,73,60,23,65
70711,io14,67,64,65,72,60,23,66
70731,io14,68,64,65,72,60,23,66
70751,io14,69,64,66,73,60,23,65
70771,io14,70,64,66,73,60,23,66
70791,io14,71,65,65,73,60,23,65
