timestamp_ms,label,sample_index,gpio2,gpio4,gpio12,gpio13,gpio14,gpio15
298688,neighbors_12_14,0,62,65,10,60,10,65
298708,neighbors_12_14,1,64,65,10,60,10,65
298728,neighbors_12_14,2,63,64,20,60,19,64
298748,neighbors_12_14,3,63,63,32,59,32,64
298768,neighbors_12_14,4,63,63,32,59,32,64
298788,neighbors_12_14,5,63,64,33,59,33,64
298808,neighbors_12_14,6,62,65,35,60,35,64
298828,neighbors_12_14,7,63,64,36,60,36,64
298848,neighbors_12_14,8,63,64,36,60,36,64
298868,neighbors_12_14,9,62,64,11,60,11,64
298888,neighbors_12_14,10,64,64,36,59,36,64
298908,neighbors_12_14,11,62,64,6,60,7,63
298928,neighbors_12_14,12,62,64,6,60,7,63
298948,neighbors_12_14,13,62,64,6,60,7,63
298968,neighbors_12_14,14,62,64,6,60,7,63
298988,neighbors_12_14,15,61,64,7,60,7,63
299008,neighbors_12_14,16,61,64,7,60,7,63
299028,neighbors_12_14,17,63,64,6,60,7,64
299048,neighbors_12_14,18,61,64,7,60,7,63
299068,neighbors_12_14,19,62,64,6,60,7,63
299088,neighbors_12_14,20,62,64,6,60,7,63
299108,neighbors_12_14,21,62,64,7,60,7,63
299128,neighbors_12_14,22,61,64,7,60,7,63
299148,neighbors_12_14,23,62,64,7,60,7,63
299168,neighbors_12_14,24,62,64,7,60,7,63
299188,neighbors_12_14,25,62,64,7,60,7,63
299208,neighbors_12_14,26,61,64,7,60,7,63
299228,neighbors_12_14,27,61,64,7,60,7,64
299248,neighbors_12_14,28,61,64,7,60,7,64
299268,neighbors_12_14,29,63,63,6,60,6,64
299288,neighbors_12_14,30,64,65,7,60,7,65
299308,neighbors_12_14,31,61,64,7,60,7,63
299328,neighbors_12_14,32,61,64,7,60,7,63
299348,neighbors_12_14,33,62,63,6,60,6,64
299368,neighbors_12_14,34,63,64,6,60,6,63
299388,neighbors_12_14,35,61,64,6,60,6,63
299408,neighbors_12_14,36,61,64,6,60,6,63
299428,neighbors_12_14,37,63,65,7,60,7,65
299448,neighbors_12_14,38,63,64,7,60,8,64
299468,neighbors_12_14,39,62,64,8,60,9,64
299488,neighbors_12_14,40,62,64,8,60,9,64
299508,neighbors_12_14,41,63,65,6,60,7,65
299528,neighbors_12_14,42,63,64,6,60,6,65
299548,neighbors_12_14,43,62,64,6,60,6,63
299568,neighbors_12_14,44,62,64,6,60,6,63
299588,neighbors_12_14,45,62,64,6,60,6,63
299608,neighbors_12_14,46,63,64,6,60,6,64
299628,neighbors_12_14,47,62,64,6,60,6,63
299648,neighbors_12_14,48,62,64,6,60,6,63
299668,neighbors_12_14,49,63,63,6,60,6,64
299688,neighbors_12_14,50,62,64,6,60,6,63
