timestamp_ms,label,sample_index,gpio2,gpio4,gpio12,gpio13,gpio14,gpio15
399406,2_apart_13_14,0,62,65,72,8,6,64
399425,2_apart_13_14,1,67,66,73,5,4,67
399445,2_apart_13_14,2,62,65,72,5,4,65
399465,2_apart_13_14,3,62,65,72,6,5,64
399485,2_apart_13_14,4,62,65,72,6,5,64
399505,2_apart_13_14,5,62,65,72,5,4,65
399525,2_apart_13_14,6,62,65,72,5,4,64
399545,2_apart_13_14,7,62,65,72,5,5,65
399565,2_apart_13_14,8,62,65,72,5,5,65
399585,2_apart_13_14,9,62,65,73,5,5,64
399605,2_apart_13_14,10,62,65,73,5,5,64
399625,2_apart_13_14,11,62,65,73,5,5,64
399645,2_apart_13_14,12,62,65,73,5,5,64
399665,2_apart_13_14,13,62,65,73,5,5,64
399685,2_apart_13_14,14,62,65,72,6,6,65
399705,2_apart_13_14,15,65,66,72,10,9,66
399725,2_apart_13_14,16,65,66,72,10,9,66
399745,2_apart_13_14,17,64,66,72,9,8,65
399765,2_apart_13_14,18,62,66,72,5,5,64
399785,2_apart_13_14,19,62,65,72,5,5,64
399805,2_apart_13_14,20,62,65,72,5,5,64
399825,2_apart_13_14,21,62,65,73,5,5,64
399845,2_apart_13_14,22,62,65,73,7,5,64
399865,2_apart_13_14,23,62,65,73,7,5,64
399885,2_apart_13_14,24,62,65,73,7,5,64
399905,2_apart_13_14,25,62,65,72,8,6,64
399925,2_apart_13_14,26,62,65,73,5,5,64
399945,2_apart_13_14,27,62,65,73,5,4,65
399965,2_apart_13_14,28,62,65,73,5,4,65
399985,2_apart_13_14,29,61,65,72,7,5,64
400005,2_apart_13_14,30,61,65,72,7,5,64
400025,2_apart_13_14,31,62,65,72,8,6,64
400045,2_apart_13_14,32,62,65,72,8,6,64
400065,2_apart_13_14,33,62,65,73,7,5,64
400085,2_apart_13_14,34,62,65,72,7,5,64
400105,2_apart_13_14,35,62,65,72,11,8,64
400125,2_apart_13_14,36,62,65,72,11,8,64
400145,2_apart_13_14,37,61,65,73,6,5,64
400165,2_apart_13_14,38,65,66,72,9,7,66
400185,2_apart_13_14,39,62,65,72,6,5,65
400205,2_apart_13_14,40,62,65,72,6,5,65
400225,2_apart_13_14,41,62,65,73,7,6,64
400245,2_apart_13_14,42,62,65,72,7,6,65
400265,2_apart_13_14,43,62,65,72,7,6,64
400285,2_apart_13_14,44,62,65,72,7,6,64
400305,2_apart_13_14,45,62,65,72,8,7,64
400325,2_apart_13_14,46,62,65,72,8,7,65
400345,2_apart_13_14,47,65,65,72,17,16,66
400365,2_apart_13_14,48,65,65,72,17,16,66
400385,2_apart_13_14,49,66,66,72,9,9,65
400405,2_apart_13_14,50,63,65,73,10,9,65
400425,2_apart_13_14,51,63,65,73,7,6,65
400445,2_apart_13_14,52,63,65,73,7,6,65
400465,2_apart_13_14,53,63,65,73,7,6,65
400485,2_apart_13_14,54,63,65,73,7,6,65
400505,2_apart_13_14,55,63,65,73,7,6,64
400525,2_apart_13_14,56,63,65,73,7,6,64
400545,2_apart_13_14,57,63,65,73,7,6,64
400565,2_apart_13_14,58,64,66,73,7,6,66
400585,2_apart_13_14,59,63,65,73,7,6,65
400605,2_apart_13_14,60,63,65,73,7,6,65
400625,2_apart_13_14,61,64,66,73,7,6,65
400645,2_apart_13_14,62,63,65,73,7,6,65
400665,2_apart_13_14,63,66,66,73,7,6,67
400685,2_apart_13_14,64,66,66,73,7,6,67
400705,2_apart_13_14,65,65,66,72,13,14,66
400725,2_apart_13_14,66,62,65,72,7,7,64
400745,2_apart_13_14,67,61,65,73,7,7,64
400765,2_apart_13_14,68,61,65,73,7,7,64
400785,2_apart_13_14,69,66,67,73,7,9,66
400805,2_apart_13_14,70,63,65,73,8,9,64
400825,2_apart_13_14,71,63,65,73,8,10,65
400845,2_apart_13_14,72,63,65,73,8,10,65
400865,2_apart_13_14,73,65,66,72,9,12,66
400885,2_apart_13_14,74,66,65,72,12,16,66
400905,2_apart_13_14,75,62,65,72,18,36,64
400925,2_apart_13_14,76,62,65,72,18,36,64
400945,2_apart_13_14,77,61,65,72,9,10,63
400965,2_apart_13_14,78,61,64,72,9,10,64
400985,2_apart_13_14,79,64,66,74,8,9,66
401005,2_apart_13_14,80,64,66,74,8,9,66
401025,2_apart_13_14,81,64,64,71,34,34,64
401045,2_apart_13_14,82,64,64,71,34,34,64
401065,2_apart_13_14,83,64,65,70,34,34,66
401085,2_apart_13_14,84,64,65,70,34,34,66
401105,2_apart_13_14,85,64,65,71,34,34,64
401125,2_apart_13_14,86,64,64,71,34,34,64
401145,2_apart_13_14,87,62,65,71,34,34,65
401165,2_apart_13_14,88,62,65,71,34,34,65
401185,2_apart_13_14,89,67,67,74,9,9,67
401205,2_apart_13_14,90,65,66,72,15,15,66
401225,2_apart_13_14,91,64,65,71,15,15,66
401245,2_apart_13_14,92,64,65,71,15,15,66
401265,2_apart_13_14,93,65,65,72,21,21,65
401285,2_apart_13_14,94,66,65,72,32,31,66
401305,2_apart_13_14,95,64,65,72,13,12,65
401325,2_apart_13_14,96,64,65,72,13,12,65
401345,2_apart_13_14,97,64,66,72,34,34,66
401365,2_apart_13_14,98,65,65,72,34,34,66
401385,2_apart_13_14,99,64,65,71,33,33,65
401405,2_apart_13_14,100,64,65,71,33,33,65
401425,2_apart_13_14,101,64,64,72,32,31,64
401445,2_apart_13_14,102,64,66,72,33,33,65
401465,2_apart_13_14,103,63,65,72,12,12,65
401485,2_apart_13_14,104,63,65,72,12,12,65
401505,2_apart_13_14,105,61,64,72,24,25,63
401525,2_apart_13_14,106,62,65,72,11,12,64
401545,2_apart_13_14,107,62,65,72,34,34,65
401565,2_apart_13_14,108,62,65,72,34,34,65
401585,2_apart_13_14,109,63,65,72,12,12,64
401605,2_apart_13_14,110,61,65,73,7,8,64
401625,2_apart_13_14,111,63,65,72,7,7,65
401645,2_apart_13_14,112,63,65,72,7,7,65
401665,2_apart_13_14,113,64,65,72,7,7,65
401685,2_apart_13_14,114,62,65,73,6,7,64
401705,2_apart_13_14,115,62,65,73,6,7,64
401725,2_apart_13_14,116,62,65,73,6,7,64
401745,2_apart_13_14,117,66,66,72,7,8,66
401765,2_apart_13_14,118,61,65,73,9,15,64
401785,2_apart_13_14,119,62,65,72,8,12,64
401805,2_apart_13_14,120,62,65,72,8,12,64
401825,2_apart_13_14,121,66,66,73,9,15,66
401845,2_apart_13_14,122,65,66,72,8,15,66
401865,2_apart_13_14,123,61,65,73,9,17,63
401885,2_apart_13_14,124,61,65,73,9,17,63
401905,2_apart_13_14,125,64,65,73,9,17,65
401925,2_apart_13_14,126,62,65,73,8,12,64
401945,2_apart_13_14,127,62,65,73,7,9,64
401965,2_apart_13_14,128,62,65,73,7,9,64
401985,2_apart_13_14,129,62,65,72,7,9,64
402005,2_apart_13_14,130,61,65,72,6,9,64
402025,2_apart_13_14,131,64,66,73,7,11,65
402045,2_apart_13_14,132,64,66,73,7,11,65
402065,2_apart_13_14,133,63,65,73,7,10,65
402085,2_apart_13_14,134,62,65,73,6,9,64
402105,2_apart_13_14,135,62,65,73,6,8,65
402125,2_apart_13_14,136,62,65,73,6,8,65
402145,2_apart_13_14,137,65,66,73,6,9,66
402165,2_apart_13_14,138,62,65,73,7,9,64
402185,2_apart_13_14,139,61,65,73,6,8,64
402205,2_apart_13_14,140,61,65,73,6,8,64
402225,2_apart_13_14,141,65,66,73,7,8,66
402245,2_apart_13_14,142,62,65,73,7,8,64
402265,2_apart_13_14,143,62,66,73,6,9,64
402285,2_apart_13_14,144,62,66,73,6,9,64
402305,2_apart_13_14,145,67,66,73,14,30,67
402325,2_apart_13_14,146,62,65,75,19,72,64
402345,2_apart_13_14,147,62,65,77,20,75,64
402365,2_apart_13_14,148,62,65,77,20,75,64
402385,2_apart_13_14,149,61,65,75,20,73,64
402405,2_apart_13_14,150,65,66,74,20,73,66
402425,2_apart_13_14,151,66,65,84,21,84,66
402445,2_apart_13_14,152,66,65,84,21,84,66
402465,2_apart_13_14,153,63,65,84,21,84,64
402485,2_apart_13_14,154,65,64,70,20,69,65
402505,2_apart_13_14,155,62,65,73,8,10,64
402525,2_apart_13_14,156,62,65,73,8,10,64
402545,2_apart_13_14,157,65,66,72,6,6,66
402565,2_apart_13_14,158,62,65,73,5,6,64
402585,2_apart_13_14,159,62,65,73,5,6,64
402605,2_apart_13_14,160,62,65,73,5,6,64
402625,2_apart_13_14,161,61,64,72,5,6,64
402645,2_apart_13_14,162,65,65,72,19,18,65
402665,2_apart_13_14,163,65,65,72,18,18,65
402685,2_apart_13_14,164,65,65,72,18,18,65
402705,2_apart_13_14,165,65,66,72,8,7,66
402725,2_apart_13_14,166,65,65,72,16,16,65
402745,2_apart_13_14,167,61,64,72,17,17,64
402765,2_apart_13_14,168,61,64,72,17,17,64
402785,2_apart_13_14,169,61,65,72,8,9,64
402805,2_apart_13_14,170,60,64,72,26,26,63
402825,2_apart_13_14,171,65,64,71,33,33,65
402845,2_apart_13_14,172,65,64,71,33,33,65
402865,2_apart_13_14,173,63,65,72,11,11,65
402885,2_apart_13_14,174,61,64,72,8,9,64
402905,2_apart_13_14,175,66,65,72,10,11,66
402925,2_apart_13_14,176,66,65,72,10,11,66
402945,2_apart_13_14,177,65,66,72,8,9,66
402965,2_apart_13_14,178,63,65,73,8,9,65
402985,2_apart_13_14,179,61,64,72,16,16,63
403005,2_apart_13_14,180,61,64,72,16,16,63
403025,2_apart_13_14,181,62,65,73,9,10,64
403045,2_apart_13_14,182,65,65,72,16,16,65
403065,2_apart_13_14,183,63,65,72,33,33,65
403085,2_apart_13_14,184,63,65,72,33,33,65
403105,2_apart_13_14,185,65,66,72,33,33,66
403125,2_apart_13_14,186,61,65,73,8,9,64
403145,2_apart_13_14,187,66,65,72,22,22,66
403165,2_apart_13_14,188,66,65,72,22,22,66
403185,2_apart_13_14,189,65,65,72,21,22,66
403205,2_apart_13_14,190,65,65,71,33,33,65
403225,2_apart_13_14,191,64,64,71,33,33,65
403245,2_apart_13_14,192,64,64,71,33,33,65
403265,2_apart_13_14,193,65,65,71,33,33,65
403285,2_apart_13_14,194,63,64,71,33,33,64
403305,2_apart_13_14,195,64,64,71,29,29,64
403325,2_apart_13_14,196,64,64,71,29,29,64
403345,2_apart_13_14,197,65,65,72,21,21,65
403365,2_apart_13_14,198,61,65,73,7,8,64
403385,2_apart_13_14,199,62,64,72,7,8,64
403405,2_apart_13_14,200,62,64,72,7,8,64
403425,2_apart_13_14,201,61,64,72,15,16,63
403445,2_apart_13_14,202,61,64,72,20,21,63
403465,2_apart_13_14,203,62,65,72,9,10,64
403485,2_apart_13_14,204,62,65,72,9,10,64
403505,2_apart_13_14,205,65,66,73,16,16,66
403525,2_apart_13_14,206,62,65,73,7,7,65
403545,2_apart_13_14,207,66,67,73,12,12,67
403565,2_apart_13_14,208,66,67,73,12,12,67
403585,2_apart_13_14,209,64,65,72,33,33,64
403605,2_apart_13_14,210,65,66,72,33,33,66
403625,2_apart_13_14,211,64,66,72,33,33,66
